#;Date;Service;Type de bière;Typologie;Nom;Degrés;Note;Note Sarah;Note Teddy;Analyse;Coordonnées GPS;Pays (ou Région);Bar / Ville;Contexte (terrasse, intérieur, ...);Evenement;Météo;Froid, très chaud ou bien;Température;Photo du moment;Photo de la bière;IBU/DI (proche de 1 = Amer);Année;Saison;Classement général et note;Nb de fois;Jour split;Mois split;Année split;Classement;Classement Sarah;Classement Teddy;Sarah🔹Teddy;Infos;Photos;Split typologie 1;Split typologie 2;Split typologie 3;Split typologie 4;IDDataBeer
89;;Pression;Blanche;;Paulaner Weissbier Blanche;5.5;0.5;0.5;0.5;Pas une bonne bière blanche, pas trop de goût, pas rafraîchissante pour une blanche, pas citronné;;;Skull miroir bar / Bordeaux;;;☀️;;28.0;;;;;;159🔹0,5;1;;;;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blanche (154🔹0,5 ◾ 160🔹0,5);;;;;;e2x1q8n7
90;;Pression;Blonde;Bière de soif;Azimut;5.3;1.5;1.5;1.5;Passe bien, bien fraîche, bonne bière de soif, légèrement amère;;;Skull miroir bar / Bordeaux;;;☀️;;28.0;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;Bière de soif;;;;t9t4q1r3
91;;Pression;Blonde;;Chouffe;8.0;3;3.0;3.0;Forte, bonne, une chouffe quoi;;;Skull miroir bar / Bordeaux;;;☀️;;28.0;;;;;;23🔹3;1;;;;23;24;26;24🔹3 ◾ 26🔹3;Blonde (24🔹3 ◾ 26🔹3);;;;;;j4v6r1w8
92;;Pression;Blanche;;Azimut blanche;4.5;2;2.0;2.0;Un peu amer, pas rafraîchissante, pas degueulasse ;;;Wall Street / Bordeaux;;;☀️;;28.0;;;;;;63🔹2;1;;;;63;61;67;61🔹2 ◾ 67🔹2;Blanche (61🔹2 ◾ 67🔹2);;;;;;o3d4i2c4
93;;Pression;Blonde;IPA;Zwickl distingue;5.2;1.5;1.5;1.5;Ne fais pas IPA, fraîche, pas degueu et ressemble plus à une bière de soif;;;Grand bar Castan / Bordeaux;;;☀️;;28.0;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;IPA;;;;m4m3h5w2
94;;Pression;Blanche;;Felsgold blanche;5.5;1;1.0;1.0;Douce, très légère, pas trop de goût, une blanche qui se boit bien;;;CDC / Pénestin;;;;;;;;;;;135🔹1;1;;;;135;122;133;122🔹1 ◾ 133🔹1;Blanche (122🔹1 ◾ 133🔹1);;;;;;d1b6f2m2
95;;Bock;Blanche;;744 blanche (bière de Savoie);5.5;2;2.0;2.0;Pas très rafraîchissante pour une blanche, à du goût et elle est bonne;;Bière bouteille de Savoie (Pied du Môle);;;;;;;;;;;;63🔹2;1;;;;63;61;67;61🔹2 ◾ 67🔹2;Blanche (61🔹2 ◾ 67🔹2);;;;;;k3q8q5f7
96;;Bock;Blonde;IPA;744 IPA (bière de Savoie);5.5;0.5;0.5;0.5;Très IPA ++, très amer, Sarah la trouve degueulasse;;Bière bouteille de Savoie (Pied du Môle);;;;;;;;;;;;159🔹0,5;1;;;;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);;IPA;;;;m7x0n6i6
97;;Bock;Blonde;IPA;Trompe souris;7.0;1;1.0;1.0;Amer, Sarah pas fan, pas ouf comme IPA;;Bière bouteille de Leila;;;;🌩️;;;;;;;;135🔹1;1;;;;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);;IPA;;;;m3d2k2f0
98;;Bock;Blanche;;Grisette bio;5.5;1.5;1.5;1.5;Goût citronné, Sarah aime bien, Teddy pas fan (bu pas très fraîche);;Bière bouteille de Leila;;;;🌩️;;;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blanche (92🔹1,5 ◾ 99🔹1,5);;;;;;c7z7t3m3
99;;Pression;Blonde;Bière de soif;Boxer Old;5.0;2;2.0;2.0;Fraîche, bière de soif ;;Suisse;Refuge Buvette de Jaman / Dent de Jaman (Lausanne);;;☀️;;;;;;;;63🔹2;1;;;;63;61;67;61🔹2 ◾ 67🔹2;Blonde (61🔹2 ◾ 67🔹2);;Bière de soif;;;;r8g6z9u0
100;;Pression;Blonde;;Nébuleuse Zepp;4.7;1.5;1.5;1.5;;;Suisse;Resto Le Coucou / Caux;;;☀️;;;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;;;;;w6q3v2h6
101;;Pression;Blanche;;Nébuleuse Moonshine Blanche;5.0;1.5;1.5;1.5;;;Suisse;Resto Le Coucou / Caux;;;☀️;;;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blanche (92🔹1,5 ◾ 99🔹1,5);;;;;;z4r7r3s0
102;;Pression;Blonde;IPA;Pornstar IPA;6.1;1.5;1.5;1.5;Entre deux entre IPA et bière de soif, se boit bien pour quelqu'un qui n'aime pas l'IPA, pas très IPA;;Suisse;La Générale / Lauzanne;;;☀️;;;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;IPA;;;;y7s6k7q5
103;;Pression;Blonde;IPA;Cosmos IPA;6.5;2;2.0;2.0;Bonne IPA avec beaucoup de goût, se boit bien;;Suisse;La Générale / Lauzanne;;;☀️;;;;;;;;63🔹2;1;;;;63;61;67;61🔹2 ◾ 67🔹2;Blonde (61🔹2 ◾ 67🔹2);;IPA;;;;n5o0j8z6
104;;Pression;Blanche;;Cardinal Blanche;4.8;1;1.0;1.0;Bière de base, sans plus pour une blanche ;;Suisse;Café St Pierre / Lauzanne;;;☀️;;;;;;;;135🔹1;1;;;;135;122;133;122🔹1 ◾ 133🔹1;Blanche (122🔹1 ◾ 133🔹1);;;;;;f8u3d6f8
105;;Pression;Blonde;;Dramm Hud;7.5;2.5;2.5;2.5;Forte, fruité, Sarah la sent Amer mais pas IPA;;;Chez Lili / Pénestin (Tréhiguier);;;☁️;;;;;;;;41🔹2,5;1;;;;41;39;42;39🔹2,5 ◾ 42🔹2,5;Blonde (39🔹2,5 ◾ 42🔹2,5);;;;;;t0m4k8j4
106;;Pression;Blonde;IPA;Brewdog Punk IPA (Ecosse);6.0;2.5;2.5;2.5;Pas trop amer pour une IPA, Sarah pourrait la boire, bonne;;;Offside Bay / Brest;;;☁️;;;;;;;;41🔹2,5;1;;;;41;39;42;39🔹2,5 ◾ 42🔹2,5;Blonde (39🔹2,5 ◾ 42🔹2,5);;IPA;;;;o6g4e7h5
107;;Pression;Blanche;;O taquet (blanche de Crozon);5.0;3;3.0;3.0;Rafraîchissante, goût agréable;;;L'entourage / Chateaulin;;;☀️;;;;;;;;23🔹3;1;;;;23;24;26;24🔹3 ◾ 26🔹3;Blanche (24🔹3 ◾ 26🔹3);;;;;;k5a1x7n5
108;;Bock;Blonde;;Ciney;7.0;1;1.0;1.0;Bar des sports Dineault (bière périmé), caramelisé;;;Bar des sports / Dineault;;;☀️;;;;;;;;135🔹1;2;;;;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);;;;;;n3o7m2j5
109;;Pression;Blonde;;Plijadur (bière de Douarnenez);5.0;3.5;3.5;3.5;Bonne, fruité, légère, bien ajustée;;;Le Minuscule / Dineault;;;🌧️;;;;;;;;9🔹3,5;1;;;;9;9;10;9🔹3,5 ◾ 10🔹3,5;Blonde (9🔹3,5 ◾ 10🔹3,5);;;;;;v3p8d7y4
110;;Pression;Blanche;IPA;Nao White IPA;5.9;2.5;2.5;2.5;Rafraîchissante, pas amer pour une IPA, bonne;;;Breizh Coquillage / Pénestin (pte du Bile);;;☀️;;;;;;;;41🔹2,5;1;;;;41;39;42;39🔹2,5 ◾ 42🔹2,5;Blanche (39🔹2,5 ◾ 42🔹2,5);;IPA;;;;b7n6m0p1
111;;Pression;Blanche;;Tête haute blanche;4.5;1.5;1.5;1.5;Pas très rafraîchissante, du goût pour une blanche;;;La Gamelle / Pont-Château;;;☀️;;;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blanche (92🔹1,5 ◾ 99🔹1,5);;;;;;o3s8o8t5
112;;Pression;Blonde;IPA;Tête haute IPA;7.0;0.5;0.5;0.5;Très IPA, pic juste pas vraiment de goût à part amer, pas fou pour une IPA;;;La Gamelle / Pont-Château;;;☀️;;;;;;;;159🔹0,5;1;;;;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);;IPA;;;;r9a2n0r0
113;;Pression;Blanche;;Blanche de Bruxelles rosée;4.5;1.5;1.5;1.5;Sucré ++, goût de bonbon;;;Bowl Dog / Pont-Château;;;☀️;;;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blanche (92🔹1,5 ◾ 99🔹1,5);;;;;;n1s7a2w2
114;;Pression;Blonde;IPA;Brooklyn;5.2;0.5;0.5;0.5;Très IPA, bonne quand même mais pas ouf, Sarah aime pas;;;Wall Street / Bordeaux;;;☀️;;28.0;;;;;;159🔹0,5;2;;;;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);;IPA;;;;n4j1u6f5
115;;Pression;Blonde;;L’extraball;4.0;3.5;3.5;3.5;Passe super bien, douce, fruité, florale;;;Bateau livre / Pénestin (Haut-Pénestin);;;☁️;;13.0;;;;;;9🔹3,5;1;;;;9;9;10;9🔹3,5 ◾ 10🔹3,5;Blonde (9🔹3,5 ◾ 10🔹3,5);;;;;;t7p9d6m1
116;;Pression;Blonde;Bière de soif;Nao Blonde;4.5;1.5;1.5;1.5;Rafraîchissante, goût léger amer;;;Bateau livre / Pénestin (Haut-Pénestin);;;☁️;;13.0;;;;;;100🔹1,5;1;;;;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;Bière de soif;;;;t8m2r3m6
117;45275.0;Bock;Blonde;;Le Porc Niché;8.5;1;1.0;1.0;Pas très bonne, un peu ambré;48.751663, -3.282376;Apéro maison Week-end Langoat;Maison parent de Charlene Langoat;;;🌙;;12.0;;;;2023;❄️ Hiver;135🔹1;1;15;12;2023;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);;;;;;g2o9e9w5
118;45275.0;Pression;Blanche;;La Brigantine;5.0;2;2.0;1.5;Fruité, pas très rafraîchissante;48.751663, -3.282376;Apéro maison Week-end Langoat;Langoat;;;🌙;;12.0;;;;2023;❄️ Hiver;63🔹2;1;15;12;2023;63;61;99;61🔹2 ◾ 99🔹2;Blanche (61🔹2 ◾ 99🔹2);;;;;;d4e0x3c4
119;45275.0;Pression;Blonde;IPA;Damraz;6.0;1;1.0;1.0;Oui très IPA pour moi, Sarah ne la trouvais pas très IPA mais n'aimais pas;48.751663, -3.282376;Apéro maison Week-end Langoat;Langoat;;;🌙;;12.0;;;;2023;❄️ Hiver;135🔹1;1;15;12;2023;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);;IPA;;;;p7v1f3z0
120;45276.0;Bock;Blanche;;Philomen Blanche;5.6;3;3.5;2.5;Bière blanche sans trop de goût;48.787340, -3.230378;;Café La Place / Treiguier (Langoat);;;🌙;;7.0;;;;2023;❄️ Hiver;23🔹3;1;16;12;2023;23;9;42;9🔹3 ◾ 42🔹3,5;Blanche (9🔹3 ◾ 42🔹3,5);;;;;;w3y2d7m3
121;45276.0;Pression;Brune;;Grimbergen de Noël;6.5;1;1.0;1.0;Sarah aime pas, bière avec beaucoup (trop ?) de goût prononcé;48.787339, -3.230090;;Café La Place / Treiguier (Langoat);;;🌙;;7.0;;;;2023;❄️ Hiver;135🔹1;1;16;12;2023;135;122;133;122🔹1 ◾ 133🔹1;Brune (122🔹1 ◾ 133🔹1);;;;;;u3p8q3d2
122;45276.0;Pression;Blonde;;Philomen;5.6;2;2.0;2.0;Plate, Sarah aime bien;48.787267, -3.230096;;Café La Place / Treiguier (Langoat);;;🌙;;7.0;;;;2023;❄️ Hiver;63🔹2;1;16;12;2023;63;61;67;61🔹2 ◾ 67🔹2;Blonde (61🔹2 ◾ 67🔹2);;;;;;m7i5b3u9
123;45283.0;Bock;Rousse;;La Bonne Humeur;7.0;1;0.5;1.5;Sarah aime pas, bonne pour une rousse, un peu amer;47.483565, -2.444570;;;;;🌙;;11.0;;;;2023;❄️ Hiver;135🔹1;1;23;12;2023;135;154;99;154🔹1 ◾ 99🔹0,5;Rousse (154🔹1 ◾ 99🔹0,5);;;;;;t0u0u4z9
124;45283.0;Bock;Blanche;;Bière de Bréhat (l’indomptable);5.3;1.5;1.5;1.0;Bonne bière blanche, légère;47.483565, -2.444570;;;;;🌙;;11.0;;;;2023;❄️ Hiver;100🔹1,5;1;23;12;2023;100;92;133;92🔹1,5 ◾ 133🔹1,5;Blanche (92🔹1,5 ◾ 133🔹1,5);;;;;;x9z4i5d8
125;45284.0;Bock;Blonde;;Arsouille;6.0;2;2.0;2.0;Bonne blonde;47.489628, -2.485345;;Bateau livre / Pénestin (Haut-Pénestin);;;☁️;;13.0;;;;2023;❄️ Hiver;63🔹2;2;24;12;2023;63;61;67;61🔹2 ◾ 67🔹2;Blonde (61🔹2 ◾ 67🔹2);;;;;;y2u1b1r7
126;45284.0;Pression;Ambré;;Nao Ambré;5.0;2.5;2.5;2.0;Bière réchauffante, fruité;47.489625, -2.485336;;Bateau livre / Pénestin (Haut-Pénestin);;;☁️;;13.0;;;;2023;❄️ Hiver;41🔹2,5;1;24;12;2023;41;39;67;39🔹2,5 ◾ 67🔹2,5;Ambré (39🔹2,5 ◾ 67🔹2,5);;;;;;a2j3o5s3
127;45287.0;Pression;Blonde;IPA;Lagunistas IPA;6.2;1.5;1.0;2.0;Bu une autre fois au 1930 Conleau le 30/01/2025 et même note (voir photo);47.286081, -2.395237;;16art / La Baule;;;🌙;;13.0;DataBeer_Images/128.Photo du moment.181955.jpg;;;2023;❄️ Hiver;100🔹1,5;1;27;12;2023;100;122;67;122🔹1,5 ◾ 67🔹1;Blonde (122🔹1,5 ◾ 67🔹1);DataBeer_Images/128.Photo du moment.181955.jpg;IPA;;;;t8w3m6j3
128;45288.0;Pression;Blanche;;Blanche de Namur;4.6;2.5;2.5;2.0;Ressemble à la Hoogarden blanche, bonne, rafraîchissante;47.449273, -2.312895;;Cabane à Mousse / Herbignac;;;☀️;;12.0;;;;2023;❄️ Hiver;41🔹2,5;1;28;12;2023;41;39;67;39🔹2,5 ◾ 67🔹2,5;Blanche (39🔹2,5 ◾ 67🔹2,5);;;;;;a7v8p3a0
129;45398.0;Bock;Blonde;;Paulette (bière du paysage Nantais);8.0;1.5;1.5;1.5;Fruité, bière forte (triple), pas beaucoup de goût;47.483564, -2.444588;;;;;☀️;;13.0;;;;2024;☀️ Printemps;100🔹1,5;1;16;4;2024;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;;;;;c6t6f2x9
130;45400.0;Pression;Blonde;IPA;Camden IPA;4.0;1.5;1.0;1.5;Pas trop de goût pour une IPA, Sarah trouve amer;51.486275, -0.202646;Angleterre;Bar de l’hôtel / Londres;;;🌧️;;8.0;;;;2024;☀️ Printemps;100🔹1,5;1;18;4;2024;100;122;99;122🔹1,5 ◾ 99🔹1;Blonde (122🔹1,5 ◾ 99🔹1);;IPA;;;;d8z7n1w3
131;45400.0;Pression;Blonde;;Camden Blonde;4.6;1.5;1.5;1.5;Bon goût, bonne blonde, très leger;51.486272, -0.202692;Angleterre;Bar de l’hôtel / Londres;;;🌧️;;8.0;;;;2024;☀️ Printemps;100🔹1,5;1;18;4;2024;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;;;;;s1u4u6t1
132;45401.0;;Blonde;;Hepcat;;3;2.5;3.5;Bon goût, fruité;51.505344, -0.090942;Angleterre;Londres The Yard (Borough Market) / Londres;;;🌧️;;10.0;Databeer_Images/52432b99.Photo du moment.131500.jpg;;;2024;☀️ Printemps;23🔹3;1;19;4;2024;23;39;10;39🔹3 ◾ 10🔹2,5;Blonde (39🔹3 ◾ 10🔹2,5);Databeer_Images/52432b99.Photo du moment.131500.jpg;;;;;r1p7b8t0
133;45401.0;Pression;Blonde;;Stone & Wood;;2.5;2.5;2.0;Entre IPA et Blanche, pas mal;51.505287, -0.090912;Angleterre;Londres The Yard (Borough Market) / Londres;;;🌧️;;10.0;Databeer_Images/cb96969f.Photo du moment.050332.jpg;;;2024;☀️ Printemps;41🔹2,5;1;19;4;2024;41;39;67;39🔹2,5 ◾ 67🔹2,5;Blonde (39🔹2,5 ◾ 67🔹2,5);Databeer_Images/cb96969f.Photo du moment.050332.jpg;;;;;l8e2e2j0
134;45401.0;Pression;Blonde;Pale Ale;Bandit;;1;1.0;0.5;Très amer mais pas IPA (juste Pâle Ale), Sarah pas fan, pas trop de goût;51.505321, -0.090905;Angleterre;Londres The Yard (Borough Market) / Londres;;;🌧️;;10.0;Databeer_Images/3ed1f54f.Photo du moment.050319.jpg;;;2024;☀️ Printemps;135🔹1;1;19;4;2024;135;122;160;122🔹1 ◾ 160🔹1;Blonde (122🔹1 ◾ 160🔹1);Databeer_Images/3ed1f54f.Photo du moment.050319.jpg;Pale Ale;;;;a3n8x7t4
135;45401.0;Pression;Blonde;;Deya;;0;;;Non noté (je ne sais pas pourquoi);51.505359, -0.090934;Angleterre;Londres The Yard (Borough Market) / Londres;;;🌧️;;10.0;Databeer_Images/27ce0065.Photo du moment.050256.jpg;;;2024;☀️ Printemps;176🔹0;1;19;4;2024;176;;;🔹0 ◾ 🔹;Blonde (🔹0 ◾ 🔹);Databeer_Images/27ce0065.Photo du moment.050256.jpg;;;;;p5b0v1n7
136;45401.0;Pression;Brune;;Samuel Smith Extra Stout;4.5;1;0.0;2.0;Sarah aime pas, bon goût pour une brune, même style Guiness;51.511837, -0.133402;Angleterre;Pub White Horse / Londres;;;☁️;;10.0;;;;2024;☀️ Printemps;135🔹1;1;19;4;2024;135;172;67;172🔹1 ◾ 67🔹0;Brune (172🔹1 ◾ 67🔹0);;;;;;x6v5y6z1
137;45401.0;Pression;Blonde;IPA;Nek Oil session IPA;4.2;3;2.5;3.0;Rafraîchissante, bonne IPA, pas trop IPA mais très bonne;51.511190, -0.136099;Angleterre;Pub White Horse / Londres;;;☁️;;10.0;;;;2024;☀️ Printemps;23🔹3;1;19;4;2024;23;39;26;39🔹3 ◾ 26🔹2,5;Blonde (39🔹3 ◾ 26🔹2,5);;IPA;;;;b9j8j8a9
138;45401.0;Pression;Blonde;;Timothy Taylor’s Landlord;;1;1.0;1.0;Pas fraîche, un peu amère, un peu un goût de café;51.511190, -0.136099;Angleterre;Pub n°2 (pas les bons coordonnées GPS) / Londres;;;☁️;;10.0;;;;2024;☀️ Printemps;135🔹1;1;19;4;2024;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);;;;;;z1t8w3m7
139;45402.0;Pression;Blonde;IPA;Stiff Lip IPA;;0.5;0.0;1.0;Très IPA, pas ouf;51.519055, -0.205712;Angleterre;Marché de Portobello / Londres;;;☁️;;11.0;;;;2024;☀️ Printemps;159🔹0,5;1;20;4;2024;159;172;133;172🔹0,5 ◾ 133🔹0;Blonde (172🔹0,5 ◾ 133🔹0);;IPA;;;;m3s4a7x0
140;45402.0;Pression;Blonde;;Flint Eye Dry Hopped Lager;4.5;2;2.0;1.5;Rafraîchissante, bière de soif un peu;51.494150, -0.182445;Angleterre;Pub Stanhope / Londres;;;☁️;;11.0;;;;2024;☀️ Printemps;63🔹2;1;20;4;2024;63;61;99;61🔹2 ◾ 99🔹2;Blonde (61🔹2 ◾ 99🔹2);;;;;;n5j3r0p7
141;45403.0;Bock;Blanche;;Éreinter Weissbier;5.3;1;1.0;1.0;Pas très rafraîchissante, pas le goût d’une blanche mais plutôt une blonde;51.464439, -0.216456;Angleterre;Coat & Badge / Londres;;;☁️;;11.0;Databeer_Images/58a4ba1a.Photo du moment.131526.jpg;;;2024;☀️ Printemps;135🔹1;1;21;4;2024;135;122;133;122🔹1 ◾ 133🔹1;Blanche (122🔹1 ◾ 133🔹1);Databeer_Images/58a4ba1a.Photo du moment.131526.jpg;;;;;m5c1f0k8
142;45403.0;Pression;Blonde;IPA;Proper Job;;0.5;0.0;0.5;Très amère, pas ouf pour une IPA, très feuillus;51.464454, -0.216464;Angleterre;Coat & Badge / Londres;;;☁️;;11.0;Databeer_Images/4e49396e.Photo du moment.050434.jpg;;;2024;☀️ Printemps;159🔹0,5;1;21;4;2024;159;172;160;172🔹0,5 ◾ 160🔹0;Blonde (172🔹0,5 ◾ 160🔹0);Databeer_Images/4e49396e.Photo du moment.050434.jpg;IPA;;;;e9q1g9c7
143;45407.0;Bock;Blanche;;Écume Witbier (brasserie VIF);5.0;2;2.0;1.5;Fraîche, légère, rafraîchissante, pas trop de goût;47.483568, -2.444574;;;;;☀️;;12.0;;;;2024;☀️ Printemps;63🔹2;1;25;4;2024;63;61;99;61🔹2 ◾ 99🔹2;Blanche (61🔹2 ◾ 99🔹2);;;;;;i7j6m7r3
144;45407.0;Bock;Blonde;IPA;Vif & Flou New England IPA (brasserie VIF);6.5;1.5;1.5;1.5;Légère pour une IPA, Sarah aime bien, pas trop de goût, rafraîchissante et pas lourde;47.483391, -2.444596;;;;;☀️;;12.0;;;;2024;☀️ Printemps;100🔹1,5;1;25;4;2024;100;92;99;92🔹1,5 ◾ 99🔹1,5;Blonde (92🔹1,5 ◾ 99🔹1,5);;IPA;;;;c0k3y3i7
145;45407.0;Pression;Blonde;IPA;Dix-sept heures Session IPA (brasserie VIF);4.0;1;1.0;1.0;A du goût, IPA assez légère, plate;47.483568, -2.444574;;;;;☀️;;12.0;;;;2024;☀️ Printemps;135🔹1;1;25;4;2024;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);;IPA;;;;l6w5s8h6
146;45420.0;Pression;Blonde;IPA;Exo 7 IPA;6.9;2;1.5;2.5;Bonne IPA mais pas trop de goût, assez plate;47.474616, -2.485036;Quilles et Papilles;Quilles et Papilles / Pénestin (La Mine d’Or);;;☀️;;20.0;;;;2024;☀️ Printemps;63🔹2;1;8;5;2024;63;92;42;92🔹2 ◾ 42🔹1,5;Blonde (92🔹2 ◾ 42🔹1,5);;IPA;;;;h9r6k2k5
147;45428.0;Bock;Blonde;;Blonde Les 3 Loups;6.3;2.5;2.5;2.5;Bonne bière blonde, elle a du goût, assez élevée en degrés, Sarah la trouve fruité;47.483571, -2.444578;;;;;☁️;;15.0;;Databeer_Images/0e64e014.Photo de la bière.173445.jpg;16.0;2024;☀️ Printemps;41🔹2,5;1;16;5;2024;41;39;42;39🔹2,5 ◾ 42🔹2,5;Blonde (39🔹2,5 ◾ 42🔹2,5);Databeer_Images/0e64e014.Photo de la bière.173445.jpg;;;;;t3m5v0p4
148;45428.0;Bock;Blonde;IPA;IPA Les 3 Loups;5.6;2;1.0;2.5;Elle a du goût mais très IPA pour Sarah, bonne pour Teddy;47.483532, -2.444473;;;;;☁️;;15.0;;Databeer_Images/c8e13ffd.Photo de la bière.173505.jpg;50.0;2024;☀️ Printemps;63🔹2;1;16;5;2024;63;122;42;122🔹2 ◾ 42🔹1;Blonde (122🔹2 ◾ 42🔹1);Databeer_Images/c8e13ffd.Photo de la bière.173505.jpg;IPA;;;;t1u3g3m4
149;45434.0;Bock;Blonde;;Triple Les 3 Loups;8.5;0.5;0.5;0.5;Beaucoup de goût mais tout s’emmêle, Sarah aime pas, spécial, forte;47.483611, -2.444447;;;Interieur;;☀️;😎;16.0;;Databeer_Images/f490554d.Photo de la bière.172820.jpg;26.0;2024;☀️ Printemps;159🔹0,5;1;22;5;2024;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);Databeer_Images/f490554d.Photo de la bière.172820.jpg;;;;;y0c3m2n4
150;45434.0;Bock;Blanche;;Blanche Les 3 Loups;5.5;2;2.0;1.5;Lourde et ne fait pas bière de soif, fait pas trop blanche, Sarah la trouve amère;47.483568, -2.444581;;;Interieur;;☀️;😎;15.0;;Databeer_Images/1ed4f08e.Photo de la bière.173321.jpg;16.0;2024;☀️ Printemps;63🔹2;1;22;5;2024;63;61;99;61🔹2 ◾ 99🔹2;Blanche (61🔹2 ◾ 99🔹2);Databeer_Images/1ed4f08e.Photo de la bière.173321.jpg;;;;;p1c5d2t2
151;45444.0;Bock;Blanche;;Mort Subite Lambic Blanc;5.5;0.5;0.5;0.5;Goût de fleur, Teddy la trouve chelou;47.092801, 0.013508;Center Parcs;Bar Bowling Center Parcs;Interieur;Week-end Center Parcs Famille Dumoulin;☁️;😎;20.0;;Databeer_Images/8c2b8328.Photo de la bière.163802.jpg;;2024;🌡️ Eté;159🔹0,5;1;1;6;2024;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blanche (154🔹0,5 ◾ 160🔹0,5);Databeer_Images/8c2b8328.Photo de la bière.163802.jpg;;;;;c2q5m8p3
152;45467.0;Bock;Blanche;;Blanche Brasserie Dulion;5.5;2;2.0;1.5;Bonne mais pas un goût de fou, arrière goût bizarre, légère, rafraîchissante;47.483568, -2.444588;;;Interieur;;☀️;🥵;24.0;;Databeer_Images/65560562.Photo de la bière.173538.jpg;;2024;🌡️ Eté;63🔹2;1;24;6;2024;63;61;99;61🔹2 ◾ 99🔹2;Blanche (61🔹2 ◾ 99🔹2);Databeer_Images/65560562.Photo de la bière.173538.jpg;;;;;j9l9i1y1
153;45467.0;Bock;Blonde;IPA;IPA Brasserie Dulion;6.0;1;1.0;1.0;Légère comme IPA, fait pas vraiment IPA (plus Pâle Ale);47.483568, -2.444588;;;Interieur;;☀️;🥵;24.0;;Databeer_Images/8ee1cbde.Photo de la bière.173519.jpg;;2024;🌡️ Eté;135🔹1;1;24;6;2024;135;122;133;122🔹1 ◾ 133🔹1;Blonde (122🔹1 ◾ 133🔹1);Databeer_Images/8ee1cbde.Photo de la bière.173519.jpg;IPA;;;;m1y7b9d8
154;45471.0;Pression;Blonde;IPA;Cadette;6.0;2.5;1.0;4.0;Sarah aime pas, Teddy l’adore;47.483652, -2.474544;;Café du centre / Pénestin (bourg);Terrasse;Fête de la musique Pénestin;☀️;😎;;Databeer_Images/ae8ae6ef.Photo du moment.195345.jpg;;;2024;🌡️ Eté;41🔹2,5;1;28;6;2024;41;122;2;122🔹2,5 ◾ 2🔹1;Blonde (122🔹2,5 ◾ 2🔹1);Databeer_Images/ae8ae6ef.Photo du moment.195345.jpg;IPA;;;;l3w6d0e7
155;45510.0;Pression;Blonde;;Lancelot Blonde;;1.5;1.5;1.0;Pils de base, plus de goût qu’une 1664 mais sans plus;47.483564, -2.444577;;CDC / Pénestin (bourg Pénestin);Terrasse;;☀️;😎;;;;;2024;🌡️ Eté;100🔹1,5;1;6;8;2024;100;92;133;92🔹1,5 ◾ 133🔹1,5;Blonde (92🔹1,5 ◾ 133🔹1,5);;;;;;d4p5y9v9
